类别,专业,民族,性别,成绩1,成绩2,成绩3,成绩4,成绩5,成绩6,成绩7,成绩8,成绩9,成绩10,成绩11,成绩12,成绩13,成绩14,成绩15,成绩16,成绩17,成绩18,成绩19,成绩20,图书馆天数,奖项数,户口性质,户籍,外语,月均刷卡天数,月均消费金额,恩格尔系数,餐饮月均总额,月均早餐次数,平均每笔早餐金额,早餐金额方差,月均午餐次数,平均每笔午餐金额,午餐金额方差,月均晚餐次数,平均每笔晚餐金额,晚餐金额方差,月均宵夜次数,平均每笔宵夜金额,宵夜金额方差,月均超市次数,超市月均金额,月均水果次数,水果月均金额,月均其他次数,其他月均金额,月均洗澡次数,pos机类型数,GDP,专业-1,专业-2,专业-3,助学岗位,贫困生
2,58,3,1,0.761956215,0.395938605,-0.37716639,0.242443711,-0.362412304,-0.173891887,0.945258677,0.113734722,-0.551996648,0.21593076,0.012815563,0.304706782,-0.447411269,-0.269777864,0.374634236,0.422010541,0.499367297,-0.148466274,-0.140914246,0.356054991,63,10,城镇应届,山东,81.66666667,18.58333333,219.8291667,0.970750014,213.3991667,14.66666667,1.821590909,2.105131169,23.33333333,4.06175,7.001119866,20.25,4.470781893,8.310258477,0.583333333,2.357142857,0.476190476,0.833333333,4.96,0,0,0,0,3.25,56,2.4685,0.217391304,0.487922705,0.1352657,2130101052,2130101052
0,58,3,1,0.719038904,0.457763374,-0.292518735,0.21157293,-0.391188979,-0.218488544,0.925494969,0.037724994,-0.546764612,0.053209301,0.017702067,0.341330469,-0.497056663,-0.393093735,0.40150997,0.410200775,0.501348972,-0.15179038,-0.007303034,0.378290981,18,2,城镇应届,陕西,73.2,15.33333333,176.6275,0.701806533,123.9583333,9.75,1.994017094,1.672463896,10.75,4.141085271,5.808689438,14.5,4.137931034,6.475084712,0,0,0,7.416666667,5.770674157,0,0,0,0,14.91666667,60,1.8874,0.217391304,0.487922705,0.1352657,0,0
2,58,3,0,0.710330665,0.493374705,-0.338721842,0.106055565,-0.419359475,-0.117973916,1.00738883,0.081971645,-0.465042859,0.12157505,0.009417152,0.357419997,-0.420532227,-0.219988227,0.393691838,0.441600174,0.58922708,-0.106610648,-0.071449049,0.329512149,3,3,农村应届,湖北,67.125,15.91666667,238.34,0.970944869,231.415,7,2.614880952,9.850046974,22.91666667,5.422109091,9.367436411,15.41666667,5.763513514,9.229838132,0,0,0,0.333333333,20.775,0,0,0,0,0,50,2.1787,0.217391304,0.487922705,0.1352657,0,2130101054
2,58,3,0,0.731225014,0.375604421,-0.283431768,0.240829229,-0.344775975,-0.245507598,0.99109745,0.118803933,-0.456857711,0.097670875,-0.091325939,0.380324304,-0.477617651,-0.309233934,0.398598641,0.368844032,0.522509575,-0.097580485,-0.102708004,0.415388286,0,2,城镇应届,内蒙古,66,10.25,93.31833333,0.967923416,90.325,2.916666667,2.488571429,1.502218487,5.25,6.185714286,7.09640553,8.583333333,5.894174757,7.420161812,0,0,0,0,0,0,0,0,0,4.333333333,37,2.4127,0.217391304,0.487922705,0.1352657,2130101055,0
1,58,3,0,0.713952303,0.419855505,-0.298985094,0.145704627,-0.35437429,-0.255016118,1.039183974,0.079378039,-0.390783727,0.11732056,-0.093883656,0.319164783,-0.496280164,-0.272538304,0.312753677,0.469386518,0.536902964,-0.243545219,-0.114102744,0.402038991,4,0,农村往届,河南,78.33333333,17.75,228.1075,0.984860939,224.6541667,1.916666667,3.343478261,5.376205534,22.5,4.575518519,4.601963857,25,4.611866667,6.820122256,0,0,0,0.083333333,0.2,0,0,0,0,8.583333333,49,1.8443,0.217391304,0.487922705,0.1352657,0,2130101056
3,58,3,0,0.628623307,0.466471255,-0.538431108,0.258187354,-0.295379996,-0.351611555,0.880037844,-0.005706759,-0.42659536,0.094036967,0.043019596,0.477163523,-0.415257454,-0.503454745,0.404239923,0.474356532,0.496733665,-0.093940482,-0.072306693,0.387582093,0,2,城镇应届,广西,76.33333333,15.91666667,237.63,0.975753623,231.8683333,5.333333333,3.1059375,1.914192758,21.16666667,4.206968504,4.327887612,22.91666667,5.509345455,14.33223972,0,0,0,0.333333333,9.425,0,0,0,0,5.833333333,41,1.8305,0.217391304,0.487922705,0.1352657,0,0
2,58,3,0,0.731033385,0.372231871,-0.245560527,0.22986941,-0.401348084,-0.258626282,0.933158517,0.070997484,-0.57081306,0.030204747,-0.082119994,0.395502925,-0.495862216,-0.382989287,0.363443673,0.3393251,0.516069055,-0.10547068,-0.011236199,0.447437167,18,4,城镇应届,江苏,78.25,9.75,79.285,0.970885624,76.97666667,0.5,5.25,3.775,6.5,6.259230769,9.342768232,6.75,4.987654321,5.729595679,0,0,0,0.333333333,2.1,0,0,0,0,2.5,36,3.207,0.217391304,0.487922705,0.1352657,2130101058,0
2,58,3,0,0.771882176,0.435788095,-0.337899894,0.229192793,-0.300263852,-0.13266845,1.044741154,0.107218303,-0.415548801,0.093020149,-0.051424365,0.383354962,-0.472272694,-0.266087025,0.438893855,0.276586682,0.522821844,-0.173910305,-0.135195002,0.375777274,1,7,农村应届,广西,79.66666667,15.41666667,156.4008333,0.990750262,154.9541667,2.416666667,3.14137931,8.851083744,14.5,4.678218391,3.994206634,16.5,4.81989899,5.609337046,0,0,0,0.25,5.533333333,0,0,0,0,0.166666667,33,1.8305,0.217391304,0.487922705,0.1352657,0,2130101059
2,58,3,0,0.727162063,0.461857975,-0.511998773,0.199762046,-0.326147974,-0.052857876,0.905980885,0.054660082,-0.514253199,0.239072978,0.079494931,0.342890292,-0.447988808,-0.372903645,0.434420168,0.439972103,0.544818759,-0.085590139,-0.076854087,0.294977337,2,11,农村应届,陕西,77.66666667,17.25,191.5483333,0.945340167,181.0783333,7.666666667,2.676086957,3.409092212,14.66666667,5.221420455,4.912935685,17,4.94004902,5.286449751,0,0,0,0.75,11.17777778,0,0,0,0,5.833333333,39,1.8874,0.217391304,0.487922705,0.1352657,2130101060,2130101060
0,58,3,0,0.746945918,0.448064446,-0.379011869,0.223956719,-0.389376521,-0.136469096,0.931495309,0.085089654,-0.584639311,0.107970528,-0.014459387,0.375214815,-0.413580805,-0.303522229,0.389898151,0.344626755,0.466834307,-0.05512315,-0.068816356,0.407049745,1,2,城镇应届,山东,74.5,16.41666667,219.1575,0.874066976,191.5583333,4.75,2.485964912,1.07122807,17.91666667,5.435813953,9.468672115,16.33333333,5.042346939,9.700719592,0,0,0,6.75,3.961851852,0,0,0,0,1.5,61,2.4685,0.217391304,0.487922705,0.1352657,2130101062,0
3,58,3,0,0.725200832,0.526245534,-0.275555342,0.097814679,-0.563496888,-0.143697619,1.042423606,0.062353443,-0.638970375,-0.015153448,0.033712801,0.261050522,-0.374020576,-0.14777182,0.320412725,0.407591581,0.475336015,-0.191464588,0.030455308,0.351326317,6,4,城镇应届,河南,84.2,6.916666667,29.65333333,0.904788669,26.83,4.75,4.114035088,2.232299499,0.75,6.606666667,6.4034,0.666666667,3.5,0.857142857,0,0,0,0,0,0,0,0,0,5,15,1.8443,0.217391304,0.487922705,0.1352657,2130101063,0
1,58,3,0,0.72945863,0.420455396,-0.404958367,0.219163358,-0.397782832,-0.03482379,0.878749728,0.008556046,-0.554799199,0.20292899,0.082895152,0.36440134,-0.454079628,-0.261721283,0.458022773,0.437262833,0.648729205,0.003430884,-0.10351789,0.368158311,11,0,城镇应届,上海,75,6.916666667,251.41,0.977513491,245.7566667,8,2.471875,3.067516447,18.08333333,5.78516129,14.36486953,21.08333333,5.756521739,49.34932754,0,0,0,0.416666667,9.16,0,0,0,0,4.333333333,53,5.4305,0.217391304,0.487922705,0.1352657,2130101064,0
1,58,3,0,0.712641299,0.39804998,-0.12167339,0.160944283,-0.327203661,-0.386251986,1.02969718,0.07896658,-0.362888694,0.118524291,-0.121780656,0.274320364,-0.54589802,-0.246096879,0.401895821,0.535303295,0.596499681,-0.347503781,-0.178719357,0.380589485,4,3,城镇应届,江苏,81.66666667,17,169.1266667,0.976378651,165.1316667,1.916666667,2.160869565,1.458853755,15.75,4.962116402,1.709858263,16.66666667,4.9702,3.66422207,0,0,0,0.333333333,1.8,0,0,0,0,6,33,3.207,0.217391304,0.487922705,0.1352657,0,0
3,58,3,0,0.694805145,0.419901788,-0.228558227,0.110994525,-0.410155773,-0.198960096,0.9670102,0.054151829,-0.444554508,0.099946931,-0.053847112,0.295105815,-0.608744204,-0.335268378,0.303567648,0.464351892,0.603897691,-0.289785832,-0.1084316,0.406289905,6,1,城镇应届,江苏,79,10.91666667,141.0625,0.966114311,136.2825,3.666666667,3.210227273,6.954137156,16.66666667,4.409,8.298366834,10.91666667,4.674351145,7.997447845,0,0,0,0.083333333,8.6,0,0,0,0,7.5,41,3.207,0.217391304,0.487922705,0.1352657,0,0
2,58,3,0,0.751198471,0.443387538,-0.280696094,0.148864299,-0.243158117,-0.215516955,0.948610663,0.140053958,-0.327055037,0.117458478,-0.080281913,0.363973647,-0.536925673,-0.461425364,0.462694108,0.39509058,0.575253665,-0.344840437,-0.167929128,0.355655134,35,8,农村应届,河北,82,13.16666667,188.1616667,0.980203194,184.4366667,1.75,3.557142857,6.074571429,24,4.057361111,3.480965834,22.66666667,3.56625,4.639040498,0,0,0,0,0,0,0,0,0,9.75,47,1.9725,0.217391304,0.487922705,0.1352657,2130101067,2130101067
2,54,16,0,0.572856545,-0.149886683,-0.449288905,-0.363404542,-0.159295544,-0.279218107,1.160438895,-0.086883463,-0.543434441,0.335291654,0.011049443,0.642618477,0.010541541,-0.214842707,0.502943635,0.493912905,0.595837951,-0.361989766,0.124066643,0.595754445,64,5,城镇应届,福建,86,15.58333333,229.8683333,0.968583464,222.6466667,6.166666667,3.748648649,7.981162532,17.16666667,5.691893204,11.78412176,18.66666667,5.417991071,11.85026007,0,0,0,0.5,7.483333333,0,0,0,0,9.916666667,49,2.7608,0.215805471,0.641337386,0.088145897,0,0
2,58,3,0,0.745312452,0.354624242,-0.467261672,0.237895057,-0.40941295,-0.138277724,0.880987406,-0.053063497,-0.736306548,0.185930029,0.003653407,0.224224538,-0.297490329,-0.350350916,0.296434492,0.539475441,0.539300561,-0.219582587,0.029401626,0.214931726,0,4,未知,未知,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304,0.487922705,0.1352657,0,0
1,58,3,0,0.759958565,0.38123703,-0.472008556,0.254957795,-0.404474229,-0.098300733,0.860880435,0.078865364,-0.693077683,0.216080204,0.052657537,0.38933152,-0.37237832,-0.331303149,0.407534033,0.358442515,0.475837976,0.071023531,-0.047229473,0.380035102,0,1,城镇应届,福建,77,14.33333333,173.5216667,0.965825593,167.5916667,26.41666667,2.349842271,1.304723076,10,5.660833333,13.28072199,7.333333333,6.669318182,14.84008229,0,0,0,0.083333333,1.7,0,0,0,0,8.25,42,2.7608,0.217391304,0.487922705,0.1352657,0,0
0,58,3,0,0.671939909,0.505637944,-0.418438494,0.282876164,-0.303020567,-0.118589103,0.889356256,0.046902131,-0.636853933,0.012159531,0.002585628,0.417939544,-0.506087303,-0.383932054,0.388403326,0.226402998,0.467876434,-0.023074757,-0.078001902,0.534899175,5,1,城镇应届,台湾,77.93333333,13.91666667,192.8216667,0.980793998,189.1183333,3.833333333,2.484782609,2.959096618,14.91666667,6.361005587,9.393484376,13.41666667,6.313664596,11.17748836,0,0,0,0.166666667,9.9,0,0,0,0,4.166666667,46,14.5356,0.217391304,0.487922705,0.1352657,2130101071,0
2,58,3,0,0.731378496,0.394948304,-0.475818247,0.239495724,-0.347694367,-0.149456173,0.908327341,0.021661242,-0.616542995,0.188794166,0.01373133,0.416674435,-0.403920293,-0.323117703,0.380948126,0.405682296,0.494936466,0.050289575,-0.059234064,0.397084415,4,0,农村应届,新疆,70,20.91666667,298.5858333,0.976483591,291.5641667,20.58333333,1.797773279,0.799232826,37.08333333,4.139707865,9.39874023,24.58333333,4.110338983,7.804117572,0,0,0,0.166666667,2.5,0,0,0,0,7.833333333,62,1.8355,0.217391304,0.487922705,0.1352657,0,0
2,58,3,0,0.690022588,0.427644134,-0.367893845,0.215443388,-0.358357102,-0.311612666,0.985839128,0.074543707,-0.406651884,0.128389731,-0.047616497,0.33479932,-0.449616671,-0.299437732,0.329287052,0.491907626,0.521525621,-0.209130868,-0.113202222,0.380071461,2,4,农村应届,浙江,83.66666667,15.58333333,227.7641667,0.977344988,222.6041667,9.083333333,2.398348624,1.211963914,23.58333333,4.086996466,6.821713287,22.08333333,4.72909434,8.517849177,0,0,0,0.083333333,10,0,0,0,0,12.33333333,47,3.8529,0.217391304,0.487922705,0.1352657,0,0
0,58,3,0,0.69688201,0.415902227,-0.332336187,0.199428603,-0.347346216,-0.31273976,0.992471993,0.059360433,-0.39168337,0.130562454,-0.069816068,0.332261652,-0.483483762,-0.292122364,0.316865861,0.501556873,0.538158953,-0.238261938,-0.13576746,0.395292789,0,3,城镇应届,浙江,69.33333333,14.66666667,171.94,0.97145322,167.0316667,13.25,3.131572327,2.298898145,11.91666667,5.756433566,8.069993529,8.916666667,6.38588785,9.483709346,0,0,0,0.083333333,8.5,0,0,0,0,7,30,3.8529,0.217391304,0.487922705,0.1352657,0,0
0,58,3,1,0.708359838,0.587869763,-0.348790795,0.196794376,-0.335678667,-0.011803028,1.035123587,0.106337644,-0.486962855,-0.021555711,-0.024815775,0.404474884,-0.466177225,-0.303995341,0.45075807,0.212263048,0.482448906,-0.045490406,-0.083082236,0.444057524,5,1,城镇应届,江苏,65,3.833333333,63.93666667,0.938558991,60.00833333,4.083333333,2.981632653,8.758197279,4.666666667,6.933928571,14.58082792,2.583333333,5.796774194,13.54032258,0.166666667,3,0,0.5,7.683333333,0,0,0,0,0.333333333,43,3.207,0.217391304,0.487922705,0.1352657,0,0
3,58,3,1,0.701643765,0.38115713,-0.354955047,0.232724965,-0.340910047,-0.186909065,0.922256231,0.101037964,-0.531229496,0.125943214,-0.052141778,0.403518885,-0.465281755,-0.346195787,0.430915415,0.370669216,0.554108739,0.008701819,-0.067108162,0.429674178,14,8,城镇应届,广东,87.6,16.66666667,171.5633333,0.956624376,164.1216667,17.25,1.666763285,0.505872483,18.08333333,3.928709677,4.373916846,19.83333333,3.237016807,3.86925562,0.083333333,1.5,0,1.25,5.953333333,0,0,0,0,0,59,3.0296,0.217391304,0.487922705,0.1352657,2130101077,0
3,58,20,0,0.671498537,0.450930953,-0.494229436,0.217300817,-0.360797793,-0.210447356,0.960514128,0.065554813,-0.470200837,0.211934805,0.077286243,0.338365376,-0.365997821,-0.276505947,0.420382947,0.510993242,0.549595475,-0.049374789,-0.076995909,0.310798705,9,3,城镇应届,内蒙古,70.5,16.25,351.0091667,0.984150461,345.4458333,26.66666667,2.69459375,4.920118957,28,5.28639881,9.706177142,21.5,5.823062016,13.07547658,0,0,0,0.333333333,9.325,0,0,0,0,5.083333333,49,2.4127,0.217391304,0.487922705,0.1352657,0,0
1,58,23,0,0.728056908,0.392819166,-0.224441394,0.314738274,-0.401999444,-0.33113113,0.866991222,0.071893007,-0.755501509,0.142573819,-0.018027432,0.280525863,-0.467947841,-0.471797436,0.349366009,0.379563779,0.364710808,-0.020986067,-0.016201356,0.462380201,10,0,城镇应届,宁夏,86,11.25,192.6408333,0.947674645,182.5608333,6.083333333,3.942465753,11.05108828,14.08333333,5.705266272,13.88174889,13.58333333,5.759141104,13.89684247,0,0,0,0.583333333,15.87142857,0,0,0,0,2.75,48,1.8832,0.217391304,0.487922705,0.1352657,2130101079,0
3,58,3,0,0.675780475,0.387709349,-0.4016366,0.229024991,-0.411549002,-0.222810462,0.869925141,0.048740365,-0.597567439,0.111474134,0.001890159,0.382410586,-0.488863468,-0.445127487,0.338484496,0.41371125,0.531777322,-0.062741399,-0.008938957,0.428133786,13,4,城镇应届,河南,76.33333333,13,171.7408333,0.953961638,163.8341667,6.583333333,3.028227848,7.526345537,18.33333333,4.448272727,9.542197916,14.66666667,4.225340909,7.709825026,0,0,0,0.166666667,39.3,0,0,0,0,3.416666667,54,1.8443,0.217391304,0.487922705,0.1352657,0,0
0,58,3,0,0.777607322,0.389367521,-0.350453049,0.229637071,-0.411495149,-0.140971079,0.922933102,0.047330879,-0.584494054,0.133481741,0.006669929,0.393875331,-0.468824774,-0.230724216,0.361340731,0.354142308,0.532700837,-0.100099005,-0.117765605,0.360954165,1,0,农村应届,海南,67.8,17.41666667,277.7258333,0.884214348,245.5691667,6.666666667,3.1925,4.826018987,20.41666667,5.894285714,5.730295082,20.58333333,5.049919028,5.555070725,0,0,0,5.25,5.764761905,0,0,0,0,3.916666667,50,2.0653,0.217391304,0.487922705,0.1352657,0,0
0,58,3,0,0.654091239,0.422351658,-0.365521699,0.218592837,-0.410400957,-0.224392012,0.916345,0.059940793,-0.550615549,0.07331568,-0.001238493,0.370516926,-0.494879127,-0.418571055,0.364779919,0.42426157,0.552999675,-0.087409563,0.00237612,0.420513809,17,2,城镇应届,河南,77.66666667,9.666666667,105.0208333,0.96299147,101.1341667,7.583333333,2.506593407,0.898178266,7.25,5.378275862,11.75251443,8.333333333,5.176,14.29275152,0,0,0,0.166666667,1.75,0,0,0,0,7,44,1.8443,0.217391304,0.487922705,0.1352657,0,0
3,58,3,0,0.698537648,0.383947939,-0.355372369,0.238075659,-0.386760145,-0.290272564,0.941086471,0.077060916,-0.554209828,0.076654419,-0.039620448,0.4090496,-0.399289429,-0.302770674,0.374409407,0.423736989,0.512937963,-0.024582911,-0.025671652,0.426540524,2,2,城镇应届,浙江,80.5,12.66666667,142.8783333,0.977568327,139.6733333,7,2.43452381,3.543733505,9.166666667,6.164,17.34738936,11.58333333,5.708920863,12.60579955,0,0,0,0.083333333,1.7,0,0,0,0,6.166666667,49,3.8529,0.217391304,0.487922705,0.1352657,0,0
1,58,22,0,0.770207286,0.327484071,-0.226650104,0.206255361,-0.328124762,-0.234830365,0.901899755,0.119745441,-0.459139735,0.124684818,-0.058987409,0.41279009,-0.543135762,-0.463526458,0.447968066,0.404024661,0.575093746,-0.17095387,-0.112499118,0.387527347,9,5,城镇应届,云南,50.75,8.833333333,160.4891667,0.963434707,154.6208333,2.333333333,3.046428571,4.54776455,10.66666667,6.8328125,9.013718012,10.5,7.107539683,8.052148298,0,0,0,0.25,22.53333333,0,0,0,0,0.416666667,37,1.672,0.217391304,0.487922705,0.1352657,2130101084,2130101084
2,58,3,0,0.690641165,0.483762652,-0.453184485,0.291254103,-0.346560866,-0.264143229,0.929624438,0.115989886,-0.596529126,0.175796956,0.057433307,0.341967046,-0.354440272,-0.33077687,0.391492814,0.4291493,0.436839432,0.011860479,-0.064946964,0.341328144,47,1,城镇应届,吉林,78.75,13.75,213.6616667,0.988424066,211.1883333,10.66666667,2.45859375,4.372996432,19.66666667,5.189322034,14.48864464,16,5.181666667,12.69148726,0,0,0,0.083333333,0.1,0,0,0,0,5,54,1.9967,0.217391304,0.487922705,0.1352657,0,0
1,58,3,0,0.715129972,0.399232358,-0.29970625,0.200265333,-0.422586262,-0.114413172,0.978293002,0.090811752,-0.599438131,0.106950693,-0.034824912,0.332127392,-0.448274761,-0.28752771,0.418570101,0.375901967,0.534726381,0.034162872,0.00609652,0.409954578,33,3,城镇应届,重庆,80,7.833333333,92.36166667,0.970099428,89.6,6.416666667,2.628571429,2.473646617,6,7.147222222,19.22647105,3.916666667,7.621276596,9.326059204,0,0,0,0.166666667,14.7,0,0,0,0,1,41,2.2034,0.217391304,0.487922705,0.1352657,2130101086,2130101086
2,58,3,0,0.710376203,0.374550849,-0.250356883,0.186394513,-0.303297162,-0.358183205,0.988708436,0.116993994,-0.344279081,0.168312758,-0.107502222,0.348275304,-0.48177585,-0.258676171,0.405953586,0.543955445,0.618793249,-0.224309236,-0.172760487,0.359381109,52,9,城镇应届,河北,88.5,13.83333333,263.005,0.932219286,245.1783333,6.583333333,2.196202532,4.692998215,21.83333333,5.594045802,18.24522801,19.33333333,5.61637931,18.24862406,0,0,0,1.166666667,14.44285714,0,0,0,0,3.083333333,56,1.9725,0.217391304,0.487922705,0.1352657,2130101087,2130101087
2,58,3,0,0.78002423,0.371296853,-0.349965245,0.262800843,-0.343094081,-0.123601876,0.973107934,-0.025846234,-0.511693418,0.146362737,0.055772997,0.385013074,-0.451977819,-0.251256377,0.460032523,0.340806127,0.570288897,-0.044261996,-0.075030424,0.372035921,33,4,农村应届,安徽,66.75,11.91666667,148.9766667,0.954030833,142.1283333,9.666666667,2.496551724,2.979466267,10.75,5.348992248,9.867256008,11.58333333,5.222446043,8.748693974,0,0,0,1.083333333,6.16,0,0,0,0,0.5,58,1.9998,0.217391304,0.487922705,0.1352657,2130101088,2130101088
1,58,20,0,0.805318773,0.43617329,-0.391410172,0.279552251,-0.393492103,-0.062460948,0.941932082,0.018083213,-0.598286688,0.107192174,0.080997489,0.373692036,-0.438520133,-0.240674764,0.438914031,0.340284437,0.502168834,-0.059671566,-0.055549689,0.26712817,10,2,城镇应届,内蒙古,68.25,11.91666667,165.0775,0.993841277,164.0608333,4,2.152083333,1.57829344,13,5.835576923,12.30378096,15.33333333,5.190652174,8.351458589,0,0,0,0.083333333,3.5,0,0,0,0,1.333333333,48,2.4127,0.217391304,0.487922705,0.1352657,0,0
1,58,3,0,0.731701195,0.436206251,-0.261888891,0.182338685,-0.39623034,-0.173044041,0.998894989,0.128613502,-0.518935382,0.067258954,-0.001869734,0.340347081,-0.447681934,-0.301840574,0.416061759,0.374975294,0.532120764,-0.08822532,-0.036159389,0.38492009,6,0,城镇应届,陕西,64.625,6,58.96166667,0.998021313,58.845,2.25,2.611111111,4.209487179,5.666666667,5.310882353,10.24098428,5.5,4.159090909,9.229494545,0,0,0,0.083333333,1.4,0,0,0,0,0,42,1.8874,0.217391304,0.487922705,0.1352657,2130101090,0
2,58,3,0,0.712085247,0.450743377,-0.42718637,0.236825123,-0.362703234,-0.186505616,0.981463492,0.091125809,-0.471255124,0.221684173,0.048340589,0.341557086,-0.384205282,-0.228596449,0.441429377,0.476417363,0.528110921,-0.040148623,-0.139397502,0.311424315,19,4,农村应届,陕西,75,16.66666667,328.0666667,0.942872384,309.325,12.41666667,3.283221477,4.259784147,25.25,6.267128713,11.70269603,18.83333333,5.82300885,14.67057668,0,0,0,2.166666667,8.65,0,0,0,0,0,67,1.8874,0.217391304,0.487922705,0.1352657,2130101091,2130101091
2,58,3,0,0.73269546,0.391418695,-0.269111097,0.231891632,-0.360869735,-0.237162501,1.037028313,0.086358465,-0.390547663,0.072743408,-0.053857759,0.376013517,-0.481383711,-0.27036339,0.411727041,0.380839825,0.576053739,-0.158663139,-0.089870356,0.362466604,3,7,城镇应届,浙江,81,16.16666667,287.1691667,0.98865361,283.9108333,4.75,2.542105263,3.297838346,23.58333333,5.754028269,11.85261208,22,6.075037879,11.29435741,0,0,0,0.416666667,3.54,0,0,0,0,3.25,50,3.8529,0.217391304,0.487922705,0.1352657,2130101092,0
